PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20171001;12VU;00;Nynke van Hichtumschool;9101XN;DOKKUM;58;Dongeradeel;Friesland;Bo;Openbaar;41492;3205,07352941176;68
20171001;12VV;00;Koning Willem Alexanderschool;4175HA;HAAFTEN;304;Neerijnen;Gelderland;Bo;Openbaar;41561;145,806818181818;88
20171001;12VW;00;SSBO De Piramide;6835HZ;ARNHEM;202;Arnhem;Gelderland;Sbo;Openbaar;41645;4108,92617449664;149
20171001;12VX;00;Basisschool Hogenkamp;7003DJ;DOETINCHEM;222;Doetinchem;Gelderland;Bo;Openbaar;41371;1206,85347043702;392
20171001;12WB;00;Basisschool Steenvoorde;2285VD;RIJSWIJK ZH;603;Rijswijk;Zuid-Holland;Bo;Openbaar;41441;1240,59259259259;378
20171001;12WD;00;BS de Vlindertuin;6446SR;BRUNSSUM;899;Brunssum;Limburg;Bo;Protestants-Christelijk;41516;846,737654320988;326
20171001;12WE;00;De Fontein;4827NJ;BREDA;758;Breda;Noord-Brabant;Bo;Protestants-Christelijk;41001;4363,44020356234;394
20171001;12WF;00;Petraschool;8072AL;NUNSPEET;302;Nunspeet;Gelderland;Bo;Protestants-Christelijk;24533;339,437931034483;290
20171001;12WI;00;RK Basisschool de Regenboog;5051KR;GOIRLE;785;Goirle;Noord-Brabant;Bo;Rooms-Katholiek;31267;296,348416289593;221
20171001;12WJ;00;RK BS De Springplank;5403AG;UDEN;856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;327,897526501767;283
20171001;12WK;00;De Schakel;3905WK;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Protestants-Christelijk;41154;453,427835051546;194
20171001;12WL;00;Het Carillon;8031HL;ZWOLLE;193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;415,525735294118;272
20171001;12WM;00;De Coppele;5061TB;OISTERWIJK;824;Oisterwijk;Noord-Brabant;Bo;Rooms-Katholiek;40947;241,442211055276;199
20171001;12WN;00;Antonius;6603CZ;WIJCHEN;296;Wijchen;Gelderland;Bo;Rooms-Katholiek;38001;357,93006993007;143
20171001;12WO;00;PC Basisschool De Triangel;7738PA;WITHAREN;175;Ommen;Overijssel;Bo;Protestants-Christelijk;42744;912,078947368421;38
20171001;12WS;00;Achtsprong;1102JA;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Samenwerking PC, RK;43864;2130,43037974684;238
20171001;12WT;00;Chr Basissch De Klaver;3083VH;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;1109,29083665339;502
20171001;12WU;00;Gevers Deynootschool;2251CT;VOORSCHOTEN;626;Voorschoten;Zuid-Holland;Bo;Protestants-Christelijk;40540;472,068965517241;232
20171001;12WY;00;Chr Bs Gr van Prinsterer;9101CL;DOKKUM;58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;40788;315,863636363636;66
20171001;12WZ;00;Chr BS De Regenboog;7701CW;DEDEMSVAART;160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;40946;709,306382978723;235
20171001;12XA;00;Basissch de Driemaster;1324DS;ALMERE;34;Almere;Flevoland;Bo;Protestants-Christelijk;40114;223,339130434783;116
20171001;12XD;00;Basisschool Loeswijk;5731GH;MIERLO;1771;Geldrop-Mierlo;Noord-Brabant;Bo;Rooms-Katholiek;40557;285,713178294574;129
20171001;12XE;00;Kath Basissch de Bunders;5467CV;VEGHEL;1948;Meierijstad;Noord-Brabant;Bo;Rooms-Katholiek;73712;311,607142857143;140
20171001;12XF;00;RK Bs Maria Goretti;4711EC;ST. WILLEBRORD;840;Rucphen;Noord-Brabant;Bo;Rooms-Katholiek;31017;140,22695035461;282
20171001;12XG;00;Basisschool Meander;5953JN;REUVER;889;Beesel;Limburg;Bo;Rooms-Katholiek;75597;186,336507936508;315
20171001;12XI;00;RK Basisschool de Kring;8232ZA;LELYSTAD;995;Lelystad;Flevoland;Bo;Rooms-Katholiek;40950;728,731861198738;317
20171001;12XL;00;Het Palet;1185EK;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Protestants-Christelijk;40020;654,872641509434;212
20171001;12XM;00;Het Creiler Woud;1773AK;KREILEROORD;1911;Hollands Kroon;Noord-Holland;Bo;Protestants-Christelijk;79874;460,422222222222;45
20171001;12XN;00;Beatrix;2641HC;PIJNACKER;1926;Pijnacker-Nootdorp;Zuid-Holland;Bo;Protestants-Christelijk;78782;315,743083003953;253
20171001;12XO;00;Basisschool De Klipper;1975DR;IJMUIDEN;453;Velsen;Noord-Holland;Bo;Protestants-Christelijk;40257;1248,8045325779;353
20171001;12XQ;00;Frans Postmaschool;6413VV;HEERLEN;917;Heerlen;Limburg;Bo;Algemeen bijzonder;41516;927,99481865285;193
20171001;12XR;00;SSBO De Wissel;4902ZC;OOSTERHOUT NB;826;Oosterhout;Noord-Brabant;Sbo;Rooms-Katholiek;40278;3960,71179039301;229
20171001;12XS;00;CBS Mozaiek;3023PV;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;599,351724137931;146
20171001;12XW;00;Het Meerrijk;8265ZD;KAMPEN;166;Kampen;Overijssel;Bo;Openbaar;41871;368,764705882353;136
20171001;12XX;00;OBS Ruitenvelder;9619PL;FROOMBOSCH;40;Slochteren;Groningen;Bo;Openbaar;41779;955,90243902439;41
20171001;12XY;00;Basissch de Driesprong;8347JP;EESVEEN;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;1370,55882352941;34
20171001;12YB;00;Obs de Sterrekijker;1945TT;BEVERWIJK;375;Beverwijk;Noord-Holland;Bo;Openbaar;41375;754,205574912892;287
20171001;12YE;00;obs De Meerpaal;4535ED;TERNEUZEN;715;Terneuzen;Zeeland;Bo;Openbaar;40803;1366;175
20171001;12YF;00;Obs de Peppel;1775AX;MIDDENMEER;1911;Hollands Kroon;Noord-Holland;Bo;Openbaar;41438;2658,99259259259;136
20171001;12YL;00;Basisschool de Trime;9244EW;BEETSTERZWAAG;86;Opsterland;Friesland;Bo;Openbaar;41631;1287,85333333333;75
20171001;12YM;00;WereldKidz Op Dreef;3706EW;ZEIST;355;Zeist;Utrecht;Bo;Openbaar;41496;4072,57714285714;176
20171001;12YO;00;Bs de Zonnewijzer;7431BH;DIEPENVEEN;150;Deventer;Overijssel;Bo;Rooms-Katholiek;23128;841,170886075949;158
20171001;12YQ;00;BS Holthuizen;7482ET;HAAKSBERGEN;158;Haaksbergen;Overijssel;Bo;Rooms-Katholiek;25351;128,032520325203;246
20171001;12YU;00;Basisschool de Regenboog;3225AC;HELLEVOETSLUIS;530;Hellevoetsluis;Zuid-Holland;Bo;Protestants-Christelijk;41507;707,468438538206;302
20171001;12YV;00;Keuchenius;3262CL;OUD-BEIJERLAND;584;Oud-Beijerland;Zuid-Holland;Bo;Protestants-Christelijk;41127;475,832298136646;161
20171001;12YY;00;Bs Louise de Coligny;6711JD;EDE GLD;228;Ede;Gelderland;Bo;Protestants-Christelijk;42587;992,845493562232;233
20171001;12YZ;00;Oranje Nassau;3353AT;PAPENDRECHT;590;Papendrecht;Zuid-Holland;Bo;Protestants-Christelijk;43928;585,50303030303;166
20171001;12ZA;00;De Groene Hoek;3142LC;MAASSLUIS;556;Maassluis;Zuid-Holland;Bo;Protestants-Christelijk;41338;630,910299003322;303
20171001;12ZD;00;Basissch Montessorisch;6524SL;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;955,544303797468;237
20171001;12ZE;00;bs Ondersteboven;6237NP;MOORVELD;938;Meerssen;Limburg;Bo;Rooms-Katholiek;41506;1536,05555555556;90
20171001;12ZG;00;Basisschool de Kameleon;3607BL;MAARSSEN;1904;Stichtse Vecht;Utrecht;Bo;Rooms-Katholiek;52131;581,145669291339;254
20171001;12ZH;00;CBS De Schalmei;8314AH;BANT;171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;52274;368,625;80
20171001;12ZI;00;BS Groen van Prinsterer;8321VW;URK;184;Urk;Flevoland;Bo;Protestants-Christelijk;53015;291,081196581197;234
20171001;12ZJ;00;OEC.Basisschool De Kubus;8026PS;ZWOLLE;193;Zwolle;Overijssel;Bo;Rooms-Katholiek;40888;242,608695652174;69
20171001;12ZL;00;Zevensprong;1701MD;HEERHUGOWAARD;398;Heerhugowaard;Noord-Holland;Bo;Rooms-Katholiek;73919;545,077922077922;231
20171001;12ZN;00;Chr Basisschool Eltheto;7671GG;VRIEZENVEEN;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;61751;236,591760299625;267
20171001;12ZO;00;De Schouw Basisschool;3432XV;NIEUWEGEIN;356;Nieuwegein;Utrecht;Bo;Rooms-Katholiek;77975;365,107438016529;363
20171001;12ZQ;00;De Bongerd;7577LL;OLDENZAAL;173;Oldenzaal;Overijssel;Bo;Rooms-Katholiek;75219;187,420038535645;521
20171001;12ZR;00;Basisschool de Duizendpoot;5231BV;'S-HERTOGENBOSCH;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;251,770491803279;245
20171001;12ZS;00;Immanuel;1063KX;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;460,361581920904;177
20171001;12ZT;00;Basissch De Tamboerijn;4201GT;GORINCHEM;512;Gorinchem;Zuid-Holland;Bo;Protestants-Christelijk;41396;423,720779220779;154
20171001;12ZW;00;Bs met de Bijbel Diermen;3882PE;PUTTEN;273;Putten;Gelderland;Bo;Reformatorisch;40862;4280;28
20171001;12ZX;00;Basissch Simon Havinga;8604AS;SNEEK;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42545;245,435714285714;280
20171001;13AA;00;OBS Sprinkels;7944EE;MEPPEL;119;Meppel;Drenthe;Bo;Openbaar;41629;419,875264270613;474
20171001;13AE;00;Basisschool Montessori;1902GK;CASTRICUM;383;Castricum;Noord-Holland;Bo;Openbaar;41191;899,525641025641;157
20171001;13AF;00;Basisschool Honesch;7481VB;HAAKSBERGEN;158;Haaksbergen;Overijssel;Bo;Openbaar;25351;443,571428571429;84
20171001;13AK;00;Obs de Tiende Penning;3237AN;VIERPOLDERS;501;Brielle;Zuid-Holland;Bo;Openbaar;41570;332,22;100
20171001;13AL;00;Brinkschool;9751RL;HAREN GN;17;Haren;Groningen;Bo;Openbaar;41851;448,076923076923;247
20171001;13AL;01;Basisschool de Linde;9751GA;HAREN GN;17;Haren;Groningen;Bo;Openbaar;41851;655,19512195122;82
20171001;13AN;00;WereldKidz Achtbaan;3906AD;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Openbaar;41496;3161,00363636364;275
20171001;13AO;00;Dr. J.P. Thysseschool;6871HV;RENKUM;274;Renkum;Gelderland;Bo;Openbaar;41461;1730,95280235988;339
20171001;13AQ;00;OBS De Regenboog;4005VH;TIEL;281;Tiel;Gelderland;Bo;Openbaar;41876;1008,12831858407;226
20171001;13AR;00;De Parachute;2274TZ;VOORBURG;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;Openbaar;41447;772,497354497355;189
20171001;13AS;00;Basissch de Takkenbosse;3281JH;NUMANSDORP;611;Cromstrijen;Zuid-Holland;Bo;Openbaar;41444;579,412765957447;236
20171001;13AT;00;OBS De Keikamp;7274AX;GEESTEREN GLD;1859;Berkelland;Gelderland;Bo;Openbaar;41413;35,0945945945946;74
20171001;13AY;00;Obs de Tandem;3262CL;OUD-BEIJERLAND;584;Oud-Beijerland;Zuid-Holland;Bo;Openbaar;41444;1266,53009708738;515
20171001;13AZ;00;'t Kienholt;7908BJ;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;12291,5544554455;101
20171001;13AZ;01;'t Kienholt;7933PX;PESSE;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;888,427083333333;96
20171001;13BC;00;obs Duo 2002;3027AR;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;2358,22068965517;292
20171001;13BD;00;SBS Dubelspan;8635MD;BOAZUM;140;Littenseradiel;Friesland;Bo;Openbaar;41856;376,6;35
20171001;13BE;00;Basissch J. Henri Dunant;4261CL;WIJK EN AALBURG;738;Aalburg;Noord-Brabant;Bo;Openbaar;41878;150,0078125;128
20171001;13BF;00;De Carrousel;6904BE;ZEVENAAR;299;Zevenaar;Gelderland;Bo;Openbaar;77235;2342,59728506787;222
20171001;13BG;00;Onder de Wieken;3264AB;NIEUW-BEIJERLAND;588;Korendijk;Zuid-Holland;Bo;Openbaar;41444;95,8099173553719;121
20171001;13BI;00;Kindcentrum Sterrenbeek;6961DM;EERBEEK;213;Brummen;Gelderland;Bo;Openbaar;41566;92,4754098360656;122
20171001;13BK;00;Opb Basissch de Bongerd;7396AT;TERWOLDE;285;Voorst;Gelderland;Bo;Openbaar;41566;922,091463414634;164
20171001;13BL;00;Dalton BS de Oosterbrink;8392NK;BOIJL;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;2165,11363636364;88
20171001;13BM;00;Obs de Tweemaster;9675AZ;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Openbaar;41613;1804,20487804878;205
20171001;13BP;00;OBS 't Karregat;5642ST;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Openbaar;41248;2739,42970822281;379
20171001;13BQ;00;Master;8602BK;SNEEK;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;42546;1520,28571428571;240
20171001;13BR;00;De Grosthuizer Basissch;1633EP;AVENHORN;1598;Koggenland;Noord-Holland;Bo;Openbaar;41421;1773,31506849315;73
20171001;13BS;00;Obs de Koet;1679GJ;MIDWOUD;420;Medemblik;Noord-Holland;Bo;Openbaar;41421;608,868778280543;221
20171001;13BT;00;De Tsjelke;9151JN;HOLWERD;58;Dongeradeel;Friesland;Bo;Openbaar;41492;1098,02597402597;77
20171001;13BU;00;De Waerdenburght;4181CK;WAARDENBURG;304;Neerijnen;Gelderland;Bo;Openbaar;41561;365,833333333333;96
20171001;13BV;00;Basisschool Canada;7006AD;DOETINCHEM;222;Doetinchem;Gelderland;Bo;Openbaar;41371;1312,0431372549;255
20171001;13BW;00;De Springschans;1851MA;HEILOO;399;Heiloo;Noord-Holland;Bo;Openbaar;41191;392,18;200
20171001;13BY;00;Basisschool de Knotwilg;3355AJ;PAPENDRECHT;590;Papendrecht;Zuid-Holland;Bo;Openbaar;41560;298,171428571429;280
20171001;13BY;01;Basisschool de Knotwilg;3352BM;PAPENDRECHT;590;Papendrecht;Zuid-Holland;Bo;Openbaar;41560;660,290322580645;155
20171001;13CC;00;Basissch De Morgenster;8072HH;NUNSPEET;302;Nunspeet;Gelderland;Bo;Protestants-Christelijk;24533;334,032786885246;183
20171001;13CD;00;Wereldschool Amsterdam;1014ZG;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;1554,89398280802;349
20171001;13CF;00;Het Speleon;5402BE;UDEN;856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;619,804166666667;240
20171001;13CG;00;Het Baken I;3904RS;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Protestants-Christelijk;41154;276,305164319249;213
20171001;13CH;00;Chr. Daltonschool Kon. Emma;8023AE;ZWOLLE;193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;1963,57286432161;398
20171001;13CI;00;Den Akker;5061WB;OISTERWIJK;824;Oisterwijk;Noord-Brabant;Bo;Rooms-Katholiek;40947;630,0375;160
20171001;13CJ;00;Basissch St Paschalis;6604AE;WIJCHEN;296;Wijchen;Gelderland;Bo;Rooms-Katholiek;38001;979,068292682927;410
20171001;13CK;00;Basissch t Kwekkeveld;5481GS;SCHIJNDEL;1948;Meierijstad;Noord-Brabant;Bo;Rooms-Katholiek;40874;563,204918032787;366
20171001;13CL;00;PC Basissch 't Bolwerk;2353WB;LEIDERDORP;547;Leiderdorp;Zuid-Holland;Bo;Protestants-Christelijk;41316;331,854271356784;199
20171001;13CM;00;Groen van Prinsterer;2906CG;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Bo;Protestants-Christelijk;43227;1387,43067846608;342
20171001;13CN;00;Knotwilg;1106DV;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Samenwerking PC, RK;43864;662,351464435146;240
20171001;13CP;00;RK Basissch Meerdijk;5143GJ;WAALWIJK;867;Waalwijk;Noord-Brabant;Bo;Rooms-Katholiek;71008;1222,84210526316;209
20171001;13CQ;00;Margrietschool v Chr Bso;6706KA;WAGENINGEN;289;Wageningen;Gelderland;Bo;Protestants-Christelijk;41460;828,347150259067;193
20171001;13CT;00;Willem Alexander School;3433CT;NIEUWEGEIN;356;Nieuwegein;Utrecht;Bo;Protestants-Christelijk;41528;644,062622309198;511
20171001;13CU;00;W. van Veenschool;2223BM;KATWIJK ZH;537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;40508;387,657276995305;213
20171001;13CV;00;Chr Basisschool De Bron;9101WB;DOKKUM;58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;40788;769,102739726027;146
20171001;13CW;00;Basisschool de Ichthus;1316EP;ALMERE;34;Almere;Flevoland;Bo;Protestants-Christelijk;40114;932,51572327044;159
20171001;13CY;00;Engelenburgschool;3901KD;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Protestants-Christelijk;70085;1295,28759894459;758
20171001;13DD;00;Chr Bs de Wegwijzer;2691VK;'S-GRAVENZANDE;1783;Westland;Zuid-Holland;Bo;Protestants-Christelijk;41454;318,426086956522;230
20171001;13DH;00;RK Basisschool Toermalijn;8243LR;LELYSTAD;995;Lelystad;Flevoland;Bo;Rooms-Katholiek;40950;346,612040133779;299
20171001;13DK;00;Willem Alexanderschool;1188AM;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Protestants-Christelijk;40020;1008,05164319249;427
20171001;13DM;00;CBS de Ark;3023TN;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;864,4;107
20171001;13DO;00;De Stelle;4536BP;TERNEUZEN;715;Terneuzen;Zeeland;Bo;Protestants-Christelijk;41241;307,2421875;132
20171001;13DR;00;OJS Het Scala;8262SX;KAMPEN;166;Kampen;Overijssel;Bo;Openbaar;41871;424,415204678363;171
20171001;13DS;00;Obs de Tjongeling;8421PE;OLDEBERKOOP;85;Ooststellingwerf;Friesland;Bo;Openbaar;41631;411,298387096774;124
20171001;13DT;00;OBS Oetkomst;9615AE;KOLHAM;40;Slochteren;Groningen;Bo;Openbaar;41779;2462,8375;80
20171001;13DW;00;De Berkenschool;3828BN;HOOGLAND;307;Amersfoort;Utrecht;Bo;Protestants-Christelijk;30010;719,205761316872;244
20171001;13EC;00;De Irisschool;4533DW;TERNEUZEN;715;Terneuzen;Zeeland;Bo;Openbaar;40803;339,277486910995;193
20171001;13ED;00;Obs de Zilvermeeuw;1771JG;WIERINGERWERF;1911;Hollands Kroon;Noord-Holland;Bo;Openbaar;41438;2720,66666666667;117
20171001;13EH;00;Obs de Zuidwesthoek;4462LB;GOES;664;Goes;Zeeland;Bo;Openbaar;41670;894,195530726257;180
20171001;13EI;00;Basisschool de Skans;9249MC;FRIESCHEPALEN;86;Opsterland;Friesland;Bo;Openbaar;41631;3052,89130434783;46
20171001;13EK;00;Onze Wereld;2572CC;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;681,708955223881;806
20171001;13EN;00;Basisschool Buurse;7481RL;HAAKSBERGEN;158;Haaksbergen;Overijssel;Bo;Rooms-Katholiek;25351;2386,21052631579;98
20171001;13EQ;00;De Wingerd;6546XN;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;29810;142,939306358382;346
20171001;13ER;00;Koningin Emmaschool;8262AN;KAMPEN;166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;422,478571428571;140
20171001;13ES;00;De Bron;3224TT;HELLEVOETSLUIS;530;Hellevoetsluis;Zuid-Holland;Bo;Protestants-Christelijk;41507;1193,64516129032;186
20171001;13ES;01;Basisschool de Brug;3223XE;HELLEVOETSLUIS;530;Hellevoetsluis;Zuid-Holland;Bo;Protestants-Christelijk;41507;1443,86904761905;86
20171001;13EZ;00;Basissch Klein Heyendaal;6524NP;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;2071,54157782516;469
20171001;13FA;00;RK Basissch de Oostpoort;2611SN;DELFT;503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;1053,7963800905;222
20171001;13FE;00;CBS De Rank;8315AM;LUTTELGEEST;171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;52274;583,178571428571;28
20171001;13FF;00;Basissch Harmpje Visser;8322GH;URK;184;Urk;Flevoland;Bo;Protestants-Christelijk;53015;136,795100222717;451
20171001;13FI;00;De Regenboog;7671ZX;VRIEZENVEEN;1700;Twenterand;Overijssel;Bo;Protestants-Christelijk;61751;4,55172413793103;145
20171001;13FK;00;Basisschool de Blokwhere;1132NA;VOLENDAM;385;Edam-Volendam;Noord-Holland;Bo;Rooms-Katholiek;72853;182,655339805825;206
20171001;13FM;00;De Visserschool;1057VB;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;855,648888888889;226
20171001;13FR;00;Valentijn;1095VZ;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;1159,21686746988;83
20171001;13FU;00;Basisschool op de Esch;9551BM;SELLINGEN;48;Vlagtwedde;Groningen;Bo;Openbaar;10925;1222,9298245614;58
20171001;13FW;00;OBS De Regenboog;7776BA;SLAGHAREN;160;Hardenberg;Overijssel;Bo;Openbaar;41630;469,742857142857;105
20171001;13GC;00;BS De Tweemaster;4201HR;GORINCHEM;512;Gorinchem;Zuid-Holland;Bo;Samenwerking Opb., RK;41386;1343,50515463918;194
20171001;13GD;00;Obs de Tandem;9301PK;RODEN;1699;Noordenveld;Drenthe;Bo;Openbaar;11711;63,9291338582677;127
20171001;13GJ;00;OBS G.A. van der Lugt;7275AG;GELSELAAR;1859;Berkelland;Gelderland;Bo;Openbaar;41413;2400,7962962963;54
20171001;13GL;00;Basisschool de Peperklip;3112ZM;SCHIEDAM;606;Schiedam;Zuid-Holland;Bo;Openbaar;41567;522,045871559633;334
20171001;13GN;00;Bs Giethoorn Noord;8355BB;GIETHOORN;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;70,6324786324786;117
20171001;13GQ;00;De Schuthoek;7908EE;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;216,425619834711;242
20171001;13GU;00;OBS de Viermaster;9642KX;VEENDAM;47;Veendam;Groningen;Bo;Openbaar;41780;267,611320754717;265
20171001;13GV;00;Bs de Krunenstrobbe;9023AG;JORWERT;140;Littenseradiel;Friesland;Bo;Openbaar;41856;134,727272727273;33
20171001;13GW;00;De Gouwaert;3267AN;GOUDSWAARD;588;Korendijk;Zuid-Holland;Bo;Openbaar;41444;0;38
20171001;13HA;00;Basisschool de Velden;8391KG;NOORDWOLDE FR;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;2618,63461538462;52
20171001;13HB;00;OBS de Waterlelie;9673BL;WINSCHOTEN;1895;Oldambt;Groningen;Bo;Openbaar;41613;261,033519553073;179
20171001;13HC;00;Obs Remix;3235BR;ROCKANJE;614;Westvoorne;Zuid-Holland;Bo;Openbaar;41570;162,426056338028;284
20171001;13HD;00;OBS Louis Buelens;5632PD;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Openbaar;41248;96,0535714285714;112
20171001;13HE;00;Zwetteschool;8603BP;SNEEK;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;42546;441,377777777778;315
20171001;13HI;00;Burg Westerbeekschool;4064CL;VARIK;304;Neerijnen;Gelderland;Bo;Openbaar;41561;631,178947368421;95
20171001;13HJ;00;Obs Wis en Wierig;7011BP;GAANDEREN;222;Doetinchem;Gelderland;Bo;Openbaar;41371;254,035971223022;139
20171001;13HM;00;Bs Wethouder Brederode;2286MV;RIJSWIJK ZH;603;Rijswijk;Zuid-Holland;Bo;Openbaar;41441;1068,47368421053;229
20171001;13HN;00;PC Bs het Kompas;2922GN;KRIMPEN AAN DEN IJSSEL;542;Krimpen aan den IJssel;Zuid-Holland;Bo;Protestants-Christelijk;43227;652,191435768262;397
20171001;13HO;00;RK SSBO De Horizon;2717CR;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Sbo;Rooms-Katholiek;40377;2273,51700680272;147
20171001;13HQ;00;RK Basissch St Paulus;5402XH;UDEN;856;Uden;Noord-Brabant;Bo;Rooms-Katholiek;32177;395,565789473684;153
20171001;13HR;00;Het Erf;3902CZ;VEENENDAAL;345;Veenendaal;Utrecht;Bo;Protestants-Christelijk;41154;1019,5761589404;302
20171001;13HT;00;Basisschool Sint Jozef;6606AJ;NIFTRIK;296;Wijchen;Gelderland;Bo;Rooms-Katholiek;38001;376,210526315789;38
20171001;13HU;00;Basisschool de Beemd;5482HA;SCHIJNDEL;1948;Meierijstad;Noord-Brabant;Bo;Rooms-Katholiek;40874;206,530612244898;343
20171001;13HX;00;Samenspel (loc. Kantershof);1104HJ;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Samenwerking PC, RK;43864;1785,72481572482;408
20171001;13HX;02;Samenspel (loc. Geerdinkhof);1103RP;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Samenwerking PC, RK;43864;1198,59278350515;194
20171001;13HY;00;Pr Willem Alexandersch;3078CK;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;1450,67111111111;225
20171001;13IC;00;Mauritsschool;3434CA;NIEUWEGEIN;356;Nieuwegein;Utrecht;Bo;Protestants-Christelijk;41528;617,5;140
20171001;13ID;00;Sjaloomschool;2224BP;KATWIJK ZH;537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;40508;311,462121212121;132
20171001;13IE;00;Chr Basissch Eben Haezer;9101AC;DOKKUM;58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;40788;659,691542288557;201
20171001;13IF;00;Basisschool het Kompas;1333EC;ALMERE;34;Almere;Flevoland;Bo;Protestants-Christelijk;40114;1055,81981981982;111
20171001;13IK;00;De Kameleon;2691EE;'S-GRAVENZANDE;1783;Westland;Zuid-Holland;Bo;Protestants-Christelijk;41454;476,275793650794;506
20171001;13IL;00;Prins Mauritsschool;2282CN;RIJSWIJK ZH;603;Rijswijk;Zuid-Holland;Bo;Protestants-Christelijk;20281;660,579399141631;233
20171001;13IP;00;RK Bs 't Schrijverke;8225AZ;LELYSTAD;995;Lelystad;Flevoland;Bo;Rooms-Katholiek;40950;786,056962025316;316
20171001;13IQ;00;De Regenboog;3731XG;DE BILT;310;De Bilt;Utrecht;Bo;Protestants-Christelijk;41794;718,434579439252;214
20171001;13IR;00;Willem Alexanderschool;8935LW;LEEUWARDEN;80;Leeuwarden;Friesland;Bo;Protestants-Christelijk;41419;793,16339869281;306
20171001;13IT;00;SBO C Hummeling;1212BW;HILVERSUM;402;Hilversum;Noord-Holland;Sbo;Rooms-Katholiek;78912;3282,53;100
20171001;13IU;00;RK Basissch De Loofhut;1355GK;ALMERE;34;Almere;Flevoland;Bo;Rooms-Katholiek;40950;758,855555555556;180
20171001;13IV;00;PC Basissch de Wegwijzer;2231VD;RIJNSBURG;537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;80095;116,825870646766;201
