PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20171001;06ZN;00;Basissch St Josephschool;3829MD;HOOGLANDERVEEN;307;Amersfoort;Utrecht;Bo;Rooms-Katholiek;71488;267,279279279279;444
20171001;06ZO;00;RK Basisschool Antonius;7134NE;VRAGENDER;1586;Oost Gelre;Gelderland;Bo;Rooms-Katholiek;46724;802,857142857143;84
20171001;06ZQ;00;SBO-Zuid Meander;1079GT;AMSTERDAM;363;Amsterdam;Noord-Holland;Sbo;Algemeen bijzonder;77690;3131,59090909091;66
20171001;06ZR;00;Basisschool St Catharina;5856AS;WELLERLOOI;893;Bergen (L.);Limburg;Bo;Rooms-Katholiek;37663;239,946428571429;57
20171001;06ZS;00;Basisschool St Antonius;1426AE;DE HOEF;736;De Ronde Venen;Utrecht;Bo;Rooms-Katholiek;41233;1137,50649350649;77
20171001;06ZT;00;Gerardus Majellaschool;8107AG;BROEKLAND OV;177;Raalte;Overijssel;Bo;Rooms-Katholiek;40894;2326,5;154
20171001;06ZV;00;CBS De Tonne;2157PG;ABBENES;394;Haarlemmermeer;Noord-Holland;Bo;Protestants-Christelijk;42683;71,2586206896552;58
20171001;06ZX;00;Rk Bs St Sebastianus;1452XH;ILPENDAM;852;Waterland;Noord-Holland;Bo;Rooms-Katholiek;41012;1228,41538461538;65
20171001;06ZY;00;Chr BS de Schutse;7854PR;AALDEN;109;Coevorden;Drenthe;Bo;Protestants-Christelijk;41052;690,086956521739;46
20171001;06ZZ;00;Vrije School Michaël;8031HL;ZWOLLE;193;Zwolle;Overijssel;Bo;Antroposofisch;78184;3356,49504950495;303
20171001;07AA;00;Timotheussch;8224AD;LELYSTAD;995;Lelystad;Flevoland;Bo;Reformatorisch;78197;13317,314516129;124
20171001;07AB;00;Joseph Lokin Basisschool;1244NR;ANKEVEEN;1696;Wijdemeren;Noord-Holland;Bo;Rooms-Katholiek;78912;347,281690140845;71
20171001;07AD;00;Stg Joodse Kindergem Cheider;1082BV;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Joods;78457;6056,64615384615;66
20171001;07AE;00;BS Groen van Prinsterer;3241GH;MIDDELHARNIS;1924;Goeree-Overflakkee;Zuid-Holland;Bo;Protestants-Christelijk;42632;241,848837209302;172
20171001;07AF;00;Basissch De Wilgenhoek;4142EG;LEERDAM;545;Leerdam;Zuid-Holland;Bo;Algemeen bijzonder;41638;1388,51572327044;159
20171001;07AH;00;Oec Basissch De Trimaran;1135KA;EDAM;385;Edam-Volendam;Noord-Holland;Bo;Algemeen bijzonder;41012;389,294617563739;353
20171001;07AI;00;Montessori Basisschool;7602VV;ALMELO;141;Almelo;Overijssel;Bo;Algemeen bijzonder;23128;1788,472;125
20171001;07AJ;00;Montessori Basisschool;2402HB;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Algemeen bijzonder;41324;1259,12179487179;156
20171001;07AK;00;Basissch De Buutplaats;2525LE;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;40928;388,758333333333;241
20171001;07AL;00;het Zonnewiel;3731AL;DE BILT;310;De Bilt;Utrecht;Bo;Antroposofisch;79003;3863,50251256281;199
20171001;07AM;00;Eerste Montessorischool;2131RV;HOOFDDORP;394;Haarlemmermeer;Noord-Holland;Bo;Algemeen bijzonder;79016;1195,40211640212;189
20171001;07AO;00;Petrus Canisiusschool;1663BA;DE WEERE;432;Opmeer;Noord-Holland;Bo;Rooms-Katholiek;75375;1439,62765957447;94
20171001;07AP;00;Basissch St Bernadette;1652CV;ZUIDERMEER;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;1025,35416666667;48
20171001;07AR;00;Basisschool De Regenboog;1744GL;SINT MAARTEN;441;Schagen;Noord-Holland;Bo;Protestants-Christelijk;79874;1626,02222222222;45
20171001;07AU;00;De Wegwijzer;9431MK;WESTERBORK;1731;Midden-Drenthe;Drenthe;Bo;Protestants-Christelijk;32073;1388,83870967742;155
20171001;07AV;00;Basisschool Pancratius;1696CD;OOSTERBLOKKER;498;Drechterland;Noord-Holland;Bo;Rooms-Katholiek;28563;775,169642857143;112
20171001;07AZ;00;Basissch Het Koggeschip;1671KH;MEDEMBLIK;420;Medemblik;Noord-Holland;Bo;Protestants-Christelijk;79874;228,988764044944;178
20171001;07BC;00;Montessori Bs 't Ronde;3831TX;LEUSDEN;327;Leusden;Utrecht;Bo;Algemeen bijzonder;79835;679,876595744681;235
20171001;07BF;00;Schoolver De Nyepoort;3737AG;GROENEKAN;310;De Bilt;Utrecht;Bo;Algemeen bijzonder;79952;1215,03164556962;158
20171001;07BH;00;St Jozef;1695AB;BLOKKER;405;Hoorn;Noord-Holland;Bo;Rooms-Katholiek;31657;1105,81725888325;197
20171001;07BH;01;RK Jenaplansch De Pontonnier;1625CE;HOORN NH;405;Hoorn;Noord-Holland;Bo;Rooms-Katholiek;31657;426,4296875;128
20171001;07BI;00;Jozef en Mariaschool;1641LS;SPIERDIJK;1598;Koggenland;Noord-Holland;Bo;Rooms-Katholiek;75375;525,527472527473;91
20171001;07BJ;00;Sint Willibrordschool;8121XD;OLST;1773;Olst-Wijhe;Overijssel;Bo;Rooms-Katholiek;40894;0;176
20171001;07BK;00;Sint Canisiusschool;7135JM;HARREVELD;1586;Oost Gelre;Gelderland;Bo;Rooms-Katholiek;46724;4224,89705882353;68
20171001;07BL;00;Basisschool Sinte Lucij;5524BL;STEENSEL;770;Eersel;Noord-Brabant;Bo;Rooms-Katholiek;77338;336,31067961165;103
20171001;07BN;00;Basisschool De Molenwiek;3271AM;MIJNSHEERENLAND;585;Binnenmaas;Zuid-Holland;Bo;Protestants-Christelijk;41127;370,051612903226;155
20171001;07BO;00;Willem De Zwijgerschool;6042BL;ROERMOND;957;Roermond;Limburg;Bo;Protestants-Christelijk;41692;647,073446327684;177
20171001;07BP;00;RK BS Pius X;4651XE;STEENBERGEN NB;851;Steenbergen;Noord-Brabant;Bo;Rooms-Katholiek;40517;0;74
20171001;07BR;00;RK BS St Martinus;4715AG;RUCPHEN;840;Rucphen;Noord-Brabant;Bo;Rooms-Katholiek;31017;303,754045307443;311
20171001;07BS;00;Basisschool H Walburgis;7077AP;NETTERDEN;1509;Oude IJsselstreek;Gelderland;Bo;Rooms-Katholiek;50129;241,631578947368;45
20171001;07BT;00;Basisschool De Boomgaard;7047AP;BRAAMT;1955;Montferland;Gelderland;Bo;Rooms-Katholiek;50844;542,369047619048;84
20171001;07BU;00;Basissch De Springbeek;5926RC;VENLO;983;Venlo;Limburg;Bo;Rooms-Katholiek;75597;425,354700854701;234
20171001;07BV;00;Basisschool De Bolleberg;6105AT;MARIA HOOP;1711;Echt-Susteren;Limburg;Bo;Rooms-Katholiek;83280;354,183333333333;85
20171001;07BW;00;Basisschool Hertogin Johanna;5344SV;OSS;828;Oss;Noord-Brabant;Bo;Algemeen bijzonder;41228;1115,56587473002;463
20171001;07BX;00;Brede School Overdinkel;7586CZ;OVERDINKEL;168;Losser;Overijssel;Bo;Protestants-Christelijk;24844;211,214285714286;89
20171001;07BZ;00;Helcherseeschool;4322BA;SCHARENDIJKE;1676;Schouwen-Duiveland;Zeeland;Bo;Protestants-Christelijk;41583;1091,07142857143;112
20171001;07CA;00;Montessorisch Dukenburg;6538DJ;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Algemeen bijzonder;29810;907,300411522634;243
20171001;07CB;00;Oranje Nassau Basissch;3244AK;NIEUWE-TONGE;1924;Goeree-Overflakkee;Zuid-Holland;Bo;Protestants-Christelijk;42632;1055,15384615385;91
20171001;07CC;00;Vrijeschool Tiliander;5041DB;TILBURG;855;Tilburg;Noord-Brabant;Bo;Antroposofisch;41246;2251,05925925926;273
20171001;07CF;00;Basisschool De Schakel;6014BH;ITTERVOORT;1640;Leudal;Limburg;Bo;Rooms-Katholiek;23961;276,888888888889;91
20171001;07CI;00;RK Basisschool Dr Poels;5995NP;KESSEL LB;1894;Peel en Maas;Limburg;Bo;Rooms-Katholiek;47959;86,672131147541;61
20171001;07CJ;00;Basissch Rennevoirt;5056CP;BERKEL-ENSCHOT;855;Tilburg;Noord-Brabant;Bo;Algemeen bijzonder;40971;707,369905956113;320
20171001;07CK;00;De Oversteek;6621KV;DREUMEL;668;West Maas en Waal;Gelderland;Bo;Rooms-Katholiek;41340;92,7565217391304;230
20171001;07CL;00;Basisschool Windroos;3962AD;WIJK BIJ DUURSTEDE;352;Wijk bij Duurstede;Utrecht;Bo;Algemeen bijzonder;69447;1144,30065359477;153
20171001;07CM;00;Jenaplan Bs 't Hogeland;8162GM;EPE;232;Epe;Gelderland;Bo;Algemeen bijzonder;41634;1463,48387096774;155
20171001;07CN;00;Rehobothschool;4696RJ;STAVENISSE;716;Tholen;Zeeland;Bo;Reformatorisch;81902;3149,50253807107;197
20171001;07CO;00;Stg v KL en LO op GG;4675BW;SINT PHILIPSLAND;716;Tholen;Zeeland;Bo;Reformatorisch;81967;0;122
20171001;07CP;00;Bernard Lievegoed School;6229GX;MAASTRICHT;935;Maastricht;Limburg;Bo;Antroposofisch;41246;5083,83185840708;254
20171001;07CQ;00;Koos Meinderts;2552JC;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Algemeen bijzonder;20281;711,731382978723;376
20171001;07CT;00;Chr BS de Fakkel;2977XA;GOUDRIAAN;1927;Molenwaard;Zuid-Holland;Bo;Protestants-Christelijk;32631;637,183098591549;71
20171001;07CU;00;Basisschool Sint Jozef;6439BG;DOENRADE;962;Schinnen;Limburg;Bo;Rooms-Katholiek;83280;241,5;91
20171001;07CW;00;Basisschool De Schare;5454GH;SINT HUBERT;815;Mill en Sint Hubert;Noord-Brabant;Bo;Rooms-Katholiek;71749;381,363636363636;66
20171001;07CX;00;De Vijfster;7312HR;APELDOORN;200;Apeldoorn;Gelderland;Bo;Antroposofisch;77456;3817,48148148148;162
20171001;07CY;00;BS Franciscus;5074PE;BIEZENMORTEL;788;Haaren;Noord-Brabant;Bo;Rooms-Katholiek;60204;1174,63265306122;98
20171001;07DA;00;RK Basisschool De Vest;5528AV;HOOGELOON;1728;Bladel;Noord-Brabant;Bo;Rooms-Katholiek;44201;131,979310344828;145
20171001;07DB;00;Basisschool Aquamarijn;6541ZE;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;29810;239,720207253886;193
20171001;07DD;00;Basisschool De Schute;4373AK;BIGGEKERKE;717;Veere;Zeeland;Bo;Protestants-Christelijk;40959;692,378787878788;66
20171001;07DE;00;BS De Lier;5815AJ;MERSELO;984;Venray;Limburg;Bo;Rooms-Katholiek;44397;1399,17692307692;130
20171001;07DF;00;Basisschool St Oda;5813CD;YSSELSTEYN LB;984;Venray;Limburg;Bo;Rooms-Katholiek;44397;658,734375;192
20171001;07DG;00;Basissch De Klokkenberg;6522KB;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Protestants-Christelijk;82591;1138,78010471204;195
20171001;07DH;00;RK Basisschool St Jan;4909AW;OOSTEIND;826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;134,924242424242;66
20171001;07DI;00;Jenaplansch De Waterval;2162JK;LISSE;553;Lisse;Zuid-Holland;Bo;Algemeen bijzonder;82747;652,762589928058;139
20171001;07DJ;00;Basisschool Pendula;5017CA;TILBURG;855;Tilburg;Noord-Brabant;Bo;Rooms-Katholiek;40524;867,623287671233;292
20171001;07DK;00;Basisschool 't Kempken;7104BD;WINTERSWIJK MEDDO;294;Winterswijk;Gelderland;Bo;Algemeen bijzonder;82786;1264,53333333333;105
20171001;07DL;00;OBS De Parkenschool;7316BM;APELDOORN;200;Apeldoorn;Gelderland;Bo;Openbaar;41616;1243,81751824818;274
20171001;07DM;00;De Nieuwe School;1135BT;EDAM;385;Edam-Volendam;Noord-Holland;Bo;Algemeen bijzonder;82838;440,367469879518;166
20171001;07DN;00;Bs De Zonnehof;6091NS;LEVEROY;946;Nederweert;Limburg;Bo;Rooms-Katholiek;50819;393,285714285714;91
20171001;07DP;00;Samenwerkingssch Emmaus;2264KW;LEIDSCHENDAM;1916;Leidschendam-Voorburg;Zuid-Holland;Bo;Algemeen bijzonder;20281;706,056466302368;549
20171001;07DQ;00;Vrije School Michael;1403GD;BUSSUM;1942;Gooise Meren;Noord-Holland;Bo;Antroposofisch;82981;2961,10041841004;239
20171001;07DZ;00;CBS De Fontein;7775AX;LUTTEN;160;Hardenberg;Overijssel;Bo;Protestants-Christelijk;83267;673,864285714286;140
20171001;07EC;00;KBS Blaricum;1261MX;BLARICUM;376;Blaricum;Noord-Holland;Bo;Rooms-Katholiek;78912;1093,70660146699;409
20171001;07ED;00;PCBS De Wiedekieker;8326CE;SINT JANSKLOOSTER;1708;Steenwijkerland;Overijssel;Bo;Protestants-Christelijk;41270;0;104
20171001;07EE;00;CBS De Rank;4431EP;'S-GRAVENPOLDER;654;Borsele;Zeeland;Bo;Protestants-Christelijk;41582;309,150537634409;93
20171001;07EF;00;Willibrordus;7561PT;DEURNINGEN;1774;Dinkelland;Overijssel;Bo;Rooms-Katholiek;75219;436,319587628866;194
20171001;07EG;00;De leerlingst;6081GR;HAELEN;1640;Leudal;Limburg;Bo;Rooms-Katholiek;23961;809,526490066225;302
20171001;07EI;00;Basisschool St Theresia;3723KR;BILTHOVEN;310;De Bilt;Utrecht;Bo;Rooms-Katholiek;41794;971,546218487395;595
20171001;07EJ;00;Basisschool Wingerd;6617AC;BERGHAREN;296;Wijchen;Gelderland;Bo;Rooms-Katholiek;38001;89,3571428571429;140
20171001;07EK;00;NH Basisschool De Zaaier;3784WT;TERSCHUUR;203;Barneveld;Gelderland;Bo;Protestants-Christelijk;83579;485,432432432432;74
20171001;07EM;00;CBS 't Fundament;9866AT;LUTJEGAST;15;Grootegast;Groningen;Bo;Protestants-Christelijk;41571;48,8125;80
20171001;07EN;00;CBS PWA;8061JM;HASSELT;1896;Zwartewaterland;Overijssel;Bo;Protestants-Christelijk;41343;1490,5867768595;121
20171001;07EP;00;Basissch De Appelgaard;3862PD;NIJKERK GLD;267;Nijkerk;Gelderland;Bo;Protestants-Christelijk;89155;1394,91228070175;57
20171001;07EQ;00;Basisschool De Regenboog;3891CN;ZEEWOLDE;50;Zeewolde;Flevoland;Bo;Protestants-Christelijk;42600;1555,25595238095;168
20171001;07ER;00;Basisschool Budschop;6031AK;NEDERWEERT;946;Nederweert;Limburg;Bo;Rooms-Katholiek;50819;308,925;80
20171001;07ET;00;Elckerlyc Bs Freinetonderwijs;1852WS;HEILOO;399;Heiloo;Noord-Holland;Bo;Algemeen bijzonder;84489;608,673333333333;150
20171001;07EX;00;Vrije School Amersfoort;3816SE;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Antroposofisch;84801;2584,86956521739;368
20171001;07FA;00;Basissch De Meerstromen;4503AT;GROEDE;1714;Sluis;Zeeland;Bo;Samenwerking PC, RK;37299;1073,01111111111;90
20171001;07FD;00;Eerste Montessorischool;4611SC;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Bo;Algemeen bijzonder;40980;1364,89626556017;242
20171001;07FE;00;De Meertuin;1774AK;SLOOTDORP;1911;Hollands Kroon;Noord-Holland;Bo;Algemeen bijzonder;85217;122,571428571429;140
20171001;07FF;00;SSBO De Sudwester;8608CX;SNEEK;1900;Sudwest-Fryslan;Friesland;Sbo;Protestants-Christelijk;85321;10252,6696165192;339
20171001;07FI;00;Basisschool De Ratel;6591XP;GENNEP;907;Gennep;Limburg;Bo;Rooms-Katholiek;37663;135,305714285714;361
20171001;07FJ;00;Basisschool De Leydraad;5266AV;CROMVOIRT;865;Vught;Noord-Brabant;Bo;Rooms-Katholiek;39600;951,220779220779;77
20171001;07FK;00;OBS De Slinger;7121DP;AALTEN;197;Aalten;Gelderland;Bo;Openbaar;41501;1062,78911564626;147
20171001;07FL;00;De Horizon;5721VM;ASTEN;743;Asten;Noord-Brabant;Bo;Openbaar;41860;219,126865671642;134
20171001;07FM;00;Basisschool 't Busseltje;5521GD;EERSEL;770;Eersel;Noord-Brabant;Bo;Openbaar;41662;360,824902723735;257
20171001;07FU;00;Basissch De Driemaster;8061AW;HASSELT;1896;Zwartewaterland;Overijssel;Bo;Protestants-Christelijk;41343;398,529069767442;172
20171001;07FU;01;De Driemaster, loc Mastenbroek;8294PE;MASTENBROEK;1896;Zwartewaterland;Overijssel;Bo;Protestants-Christelijk;41343;2521,63636363636;22
20171001;07FY;00;Basisschool Anne Frank;2665TK;BLEISWIJK;1621;Lansingerland;Zuid-Holland;Bo;Openbaar;41488;270,981651376147;327
20171001;07FZ;00;BS Het Tweespan;3381AM;GIESSENBURG;689;Giessenlanden;Zuid-Holland;Bo;Openbaar;41638;1551,53896103896;154
20171001;07GB;00;Basisschool De Meidoorn;5331CE;KERKDRIEL;263;Maasdriel;Gelderland;Bo;Openbaar;41633;1313,09090909091;132
20171001;07GC;00;Basisschool De Bolster;5271KL;SINT-MICHIELSGESTEL;845;Sint-Michielsgestel;Noord-Brabant;Bo;Openbaar;41633;1870,73130193906;361
20171001;07GD;00;Basisschool De Regenboog;4731VW;OUDENBOSCH;1655;Halderberge;Noord-Brabant;Bo;Openbaar;41471;548,770676691729;267
20171001;07GE;00;Opb Basissch De Meenthe;9421NP;BOVENSMILDE;1731;Midden-Drenthe;Drenthe;Bo;Openbaar;41812;147,20325203252;123
20171001;07GF;00;OBS De Touwladder;7642AS;WIERDEN;189;Wierden;Overijssel;Bo;Openbaar;41476;1064,6;20
20171001;07GT;00;Sparrenbosschool;2121CJ;BENNEBROEK;377;Bloemendaal;Noord-Holland;Bo;Openbaar;41500;828,668789808917;157
20171001;07GU;00;Opb Basisschool De Bron;5751WJ;DEURNE;762;Deurne;Noord-Brabant;Bo;Openbaar;41860;329,974576271186;118
20171001;07GX;00;OBS Lydinge;9965RE;LEENS;1663;De Marne;Groningen;Bo;Openbaar;13683;1201,56818181818;44
20171001;07GY;00;OBS de Korenbloem;5688PG;OIRSCHOT;823;Oirschot;Noord-Brabant;Bo;Openbaar;41662;428,348416289593;221
20171001;07HL;00;RK Basisschool Andreas;2215CK;VOORHOUT;1525;Teylingen;Zuid-Holland;Bo;Rooms-Katholiek;40967;30,6269841269841;252
20171001;07HN;00;JHR Willem Versluijssch;4363NE;AAGTEKERKE;717;Veere;Zeeland;Bo;Reformatorisch;20450;896,775147928994;169
20171001;07HO;00;Basisschool Op de Hoogte;9851AJ;BURUM;79;Kollumerland en Nieuwkruisland;Friesland;Bo;Protestants-Christelijk;40635;652;86
20171001;07HP;00;PC Bs De Earste Trimen;8771RT;NIJLAND;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42545;972,692307692308;78
20171001;07HQ;00;Basissch Inst Schreuder;1071CW;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;20905;2431,33888888889;180
20171001;07HT;00;Chr Basissch It Lemieren;9255JN;TYTSJERK;737;Tytsjerksteradiel;Friesland;Bo;Protestants-Christelijk;42754;236,733333333333;30
20171001;07HV;00;De Grienden;4926AX;LAGE ZWALUWE;1719;Drimmelen;Noord-Brabant;Bo;Protestants-Christelijk;41782;116,727574750831;301
20171001;07HX;00;Basisschool De Bonkelder;8748DW;WITMARSUM;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42604;702,798165137615;109
20171001;07IA;00;School Met De Bijbel;4697CL;SINT-ANNALAND;716;Tholen;Zeeland;Bo;Reformatorisch;42724;322,692307692308;157
20171001;07IC;00;De Cambier;4003ZR;TIEL;281;Tiel;Gelderland;So;Algemeen bijzonder;41531;5975,95774647887;71
20171001;07IC;00;De Cambier;4003ZR;TIEL;281;Tiel;Gelderland;Vso;Algemeen bijzonder;41531;7273,27272727273;88
20171001;07IH;00;Pr Julianasch;3314KT;DORDRECHT;505;Dordrecht;Zuid-Holland;Bo;Protestants-Christelijk;30582;548,355450236967;213
20171001;07IJ;00;Basisschool Op E Hichte;8629RA;SCHARNEGOUTUM;1900;Sudwest-Fryslan;Friesland;Bo;Protestants-Christelijk;42545;291,471830985916;142
20171001;07IK;00;St Martinus Basisschool;5911BM;VENLO;983;Venlo;Limburg;Bo;Rooms-Katholiek;24207;501,352040816327;196
20171001;07IL;00;Staetlansskoalle;8804NH;TZUM;70;Franekeradeel;Friesland;Bo;Protestants-Christelijk;42656;358,787878787879;99
20171001;07IM;00;SWS De Adeborg;9831PL;ADUARD;56;Zuidhorn;Groningen;Bo;Protestants-Christelijk;41571;704,516339869281;153
20171001;07IP;00;Basisschool It Harspit;9145SK;TERNAARD;58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;40788;400,913333333333;150
20171001;07IQ;00;Altra College;1016SL;AMSTERDAM;363;Amsterdam;Noord-Holland;Vso;Algemeen bijzonder;24922;6145,26213592233;103
20171001;07IQ;02;School 2 Care;1068KK;AMSTERDAM;363;Amsterdam;Noord-Holland;Vso;Algemeen bijzonder;24922;7841,88095238095;43
20171001;07IQ;05;Altra College Bascule;1105BC;AMSTERDAM;363;Amsterdam;Noord-Holland;Vso;Algemeen bijzonder;24922;14581,9529411765;86
20171001;07IQ;06;Altra College Bascule FJP;1068KK;AMSTERDAM;363;Amsterdam;Noord-Holland;Vso;Algemeen bijzonder;24922;7444;10
20171001;07IQ;09;Altra College Zuidoost;1104NB;AMSTERDAM;363;Amsterdam;Noord-Holland;Vso;Algemeen bijzonder;24922;10444,4;125
20171001;07IQ;12;Altra College Waterland;1447CP;PURMEREND;439;Purmerend;Noord-Holland;Vso;Algemeen bijzonder;24922;6207,37037037037;108
20171001;07IQ;13;Altra College Haarlemmermeer;2132AV;HOOFDDORP;394;Haarlemmermeer;Noord-Holland;Vso;Algemeen bijzonder;24922;9187,68421052631;57
20171001;07IQ;15;Altra College Bleichrodt;1105BC;AMSTERDAM;363;Amsterdam;Noord-Holland;Vso;Algemeen bijzonder;24922;11993,6283185841;226
20171001;07IQ;17;Altra College Zaanstreek;1562WP;KROMMENIE;479;Zaanstad;Noord-Holland;Vso;Algemeen bijzonder;24922;6367,73684210526;95
20171001;07IQ;20;Altra College De Koppeling;1105BN;AMSTERDAM;363;Amsterdam;Noord-Holland;Vso;Algemeen bijzonder;24922;2020,03333333333;31
20171001;07IT;00;De Meerpaal ZMLK/Linie College;1787RC;JULIANADORP;400;Den Helder;Noord-Holland;So;Protestants-Christelijk;30742;7589,93333333333;45
20171001;07IT;00;De Meerpaal ZMLK/Linie College;1787RC;JULIANADORP;400;Den Helder;Noord-Holland;Vso;Protestants-Christelijk;30742;8732,98591549296;71
20171001;07IV;00;GBS Het Zwaluwnest;3825BN;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Gereformeerd vrijgemaakt;40945;1131,55759162304;382
20171001;07IX;00;Roelof Venemaschool;1181ER;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Protestants-Christelijk;40020;655,63305785124;605
20171001;07IY;00;De Rank;7242KH;LOCHEM;262;Lochem;Gelderland;Bo;Protestants-Christelijk;27067;705,74251497006;167
20171001;07IZ;00;Basissch Kon Wilhelmina;9161BX;HOLLUM;60;Ameland;Friesland;Bo;Protestants-Christelijk;27340;0;68
20171001;07JC;00;BS de Uylenborch;4286BN;ALMKERK;874;Woudrichem;Noord-Brabant;Bo;Protestants-Christelijk;27860;163,461206896552;232
20171001;07JE;00;De Boustien;9271VN;DE WESTEREEN;1891;Dantumadiel;Friesland;Bo;Protestants-Christelijk;41039;119,221757322176;239
20171001;07JG;00;RK Basissch Het Octaaf;2925BH;KRIMPEN AAN DEN IJSSEL;542;Krimpen aan den IJssel;Zuid-Holland;Bo;Rooms-Katholiek;24597;671,649315068493;366
20171001;07JH;00;Admiraal De Ruyterschool;1056HP;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;41023;666,023696682464;211
20171001;07JK;00;Eerste Openluchtschool;1077KJ;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Algemeen bijzonder;28614;533,004149377593;243
20171001;07JM;00;De Kandelaar;4233CN;AMEIDE;707;Zederik;Zuid-Holland;Bo;Protestants-Christelijk;41439;441,725409836066;245
20171001;07JN;00;Julianabasisschool;4413AG;KRABBENDIJKE;703;Reimerswaal;Zeeland;Bo;Reformatorisch;29823;67,2642857142857;280
20171001;07JQ;00;Foeke Sjoerdsskoalle;9137RL;OOSTERNIJKERK;58;Dongeradeel;Friesland;Bo;Protestants-Christelijk;40788;489,628787878788;132
20171001;07JR;00;Basissch De Welle;4416AT;KRUININGEN;703;Reimerswaal;Zeeland;Bo;Protestants-Christelijk;41582;223,131782945736;130
20171001;07JU;00;CNS De Nieuwe Weg;3233BK;OOSTVOORNE;614;Westvoorne;Zuid-Holland;Bo;Protestants-Christelijk;41507;587,846153846154;195
20171001;07JV;00;Chr Basisschool Beesd;4153BE;BEESD;236;Geldermalsen;Gelderland;Bo;Protestants-Christelijk;30889;913,905172413793;116
20171001;07JX;00;SWS De Leister Igge;9218RH;OPEINDE;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;679,887218045113;133
20171001;07KA;00;Ichthusschool;8281EA;GENEMUIDEN;1896;Zwartewaterland;Overijssel;Bo;Protestants-Christelijk;41270;126,244541484716;229
20171001;07KB;00;Ds G H Kerstenschool;4454BX;BORSSELE;654;Borsele;Zeeland;Bo;Reformatorisch;31890;1117,52662721893;169
20171001;07KC;00;School Met De Bijbel;4171BA;HERWIJNEN;733;Lingewaal;Gelderland;Bo;Protestants-Christelijk;41396;218,136363636364;176
20171001;07KD;00;Chr Basisschool Rehoboth;2751AV;MOERKAPELLE;1892;Zuidplas;Zuid-Holland;Bo;Reformatorisch;32072;1292,01165501166;429
20171001;07KE;00;De Peppels PC Jenaplanbasissch;5831CA;BOXMEER;756;Boxmeer;Noord-Brabant;Bo;Protestants-Christelijk;30235;966,750724637681;350
20171001;07KF;00;Basisschool De Regenboog;3411XJ;LOPIK;331;Lopik;Utrecht;Bo;Protestants-Christelijk;41439;173,326086956522;138
20171001;07KG;00;De Wegwijzer;7468AD;ENTER;189;Wierden;Overijssel;Bo;Protestants-Christelijk;92951;127,9875;160
20171001;07KH;00;De Nieuwe Wiel;3411XB;LOPIK;331;Lopik;Utrecht;Bo;Protestants-Christelijk;41286;78,6730769230769;156
20171001;07KI;00;Basisschool Eben Haezer;2975BK;OTTOLAND;1927;Molenwaard;Zuid-Holland;Bo;Protestants-Christelijk;32631;454,90990990991;111
20171001;07KJ;00;De Fontein;2181TA;HILLEGOM;534;Hillegom;Zuid-Holland;Bo;Protestants-Christelijk;41366;451,797297297297;222
20171001;07KK;00;Basisschool De Handpalm;9965RA;LEENS;1663;De Marne;Groningen;Bo;Gereformeerd vrijgemaakt;41025;805,550724637681;69
20171001;07KL;00;Basissch md Bijbel Het Kompas;3417EN;MONTFOORT;335;Montfoort;Utrecht;Bo;Reformatorisch;32813;2489,37341772152;158
